   1.30579993000000e-01   0.00000000000000e+00   1.00100002300000e+01   0.00000000000000e+00   5.46999991000000e-01   5.87200021700000e+00   7.30999984700000e+01   2.47749996200000e+00   6.00000000000000e+00   4.32000000000000e+02   1.77999992400000e+01   3.38630004900000e+02   1.53699998900000e+01   2.03999996200000e+01
   1.14600003000000e-01   2.00000000000000e+01   6.96000003800000e+00   0.00000000000000e+00   4.63999987000000e-01   6.53800010700000e+00   5.87000007600000e+01   3.91750001900000e+00   3.00000000000000e+00   2.23000000000000e+02   1.86000003800000e+01   3.94959991500000e+02   7.73000001900000e+00   2.43999996200000e+01
   3.93200000000000e-02   0.00000000000000e+00   3.41000008600000e+00   0.00000000000000e+00   4.88999993000000e-01   6.40500021000000e+00   7.39000015300000e+01   3.09209990500000e+00   2.00000000000000e+00   2.70000000000000e+02   1.77999992400000e+01   3.93549987800000e+02   8.19999980900000e+00   2.20000000000000e+01
   5.37000000000000e-01   0.00000000000000e+00   6.19999980900000e+00   0.00000000000000e+00   5.04000008000000e-01   5.98099994700000e+00   6.80999984700000e+01   3.67149996800000e+00   8.00000000000000e+00   3.07000000000000e+02   1.73999996200000e+01   3.78350006100000e+02   1.16499996200000e+01   2.42999992400000e+01
   2.45220006000000e-01   0.00000000000000e+00   9.89999961900000e+00   0.00000000000000e+00   5.44000030000000e-01   5.78200006500000e+00   7.16999969500000e+01   4.03170013400000e+00   4.00000000000000e+00   3.04000000000000e+02   1.83999996200000e+01   3.96899993900000e+02   1.59399995800000e+01   1.97999992400000e+01
   5.26929975000000e-01   0.00000000000000e+00   6.19999980900000e+00   0.00000000000000e+00   5.04000008000000e-01   8.72500038100000e+00   8.30000000000000e+01   2.89439988100000e+00   8.00000000000000e+00   3.07000000000000e+02   1.73999996200000e+01   3.82000000000000e+02   4.63000011400000e+00   5.00000000000000e+01
   5.34120023000000e-01   2.00000000000000e+01   3.97000002900000e+00   0.00000000000000e+00   6.47000015000000e-01   7.51999998100000e+00   8.94000015300000e+01   2.13980007200000e+00   5.00000000000000e+00   2.64000000000000e+02   1.30000000000000e+01   3.88369995100000e+02   7.26000022900000e+00   4.30999984700000e+01
   1.70039997000000e-01   1.25000000000000e+01   7.86999988600000e+00   0.00000000000000e+00   5.23999989000000e-01   6.00400018700000e+00   8.59000015300000e+01   6.59210014300000e+00   5.00000000000000e+00   3.11000000000000e+02   1.51999998100000e+01   3.86709991500000e+02   1.71000003800000e+01   1.88999996200000e+01
   1.88360006000000e-01   0.00000000000000e+00   6.90999984700000e+00   0.00000000000000e+00   4.48000014000000e-01   5.78599977500000e+00   3.32999992400000e+01   5.10039997100000e+00   3.00000000000000e+00   2.33000000000000e+02   1.78999996200000e+01   3.96899993900000e+02   1.41499996200000e+01   2.00000000000000e+01
   7.89600010000000e-02   0.00000000000000e+00   1.28299999200000e+01   0.00000000000000e+00   4.37000006000000e-01   6.27299976300000e+00   6.00000000000000e+00   4.25150013000000e+00   5.00000000000000e+00   3.98000000000000e+02   1.87000007600000e+01   3.94920013400000e+02   6.78000021000000e+00   2.41000003800000e+01
   1.05393004400000e+00   0.00000000000000e+00   8.14000034300000e+00   0.00000000000000e+00   5.37999988000000e-01   5.93499994300000e+00   2.92999992400000e+01   4.49860000600000e+00   4.00000000000000e+00   3.07000000000000e+02   2.10000000000000e+01   3.86850006100000e+02   6.57999992400000e+00   2.31000003800000e+01
   3.32104992900000e+00   0.00000000000000e+00   1.95799999200000e+01   1.00000000000000e+00   8.70999992000000e-01   5.40299987800000e+00   1.00000000000000e+02   1.32159996000000e+00   5.00000000000000e+00   4.03000000000000e+02   1.46999998100000e+01   3.96899993900000e+02   2.68199996900000e+01   1.33999996200000e+01
   1.27570003000000e-01   3.00000000000000e+01   4.92999982800000e+00   0.00000000000000e+00   4.28000003000000e-01   6.39300012600000e+00   7.80000019100000e+00   7.03550005000000e+00   6.00000000000000e+00   3.00000000000000e+02   1.66000003800000e+01   3.74709991500000e+02   5.19000005700000e+00   2.37000007600000e+01
   1.39139995000000e-01   0.00000000000000e+00   4.05000019100000e+00   0.00000000000000e+00   5.09999990000000e-01   5.57200002700000e+00   8.85000000000000e+01   2.59610009200000e+00   5.00000000000000e+00   2.96000000000000e+02   1.66000003800000e+01   3.96899993900000e+02   1.46899995800000e+01   2.31000003800000e+01
   4.15292015100000e+01   0.00000000000000e+00   1.81000003800000e+01   0.00000000000000e+00   6.93000019000000e-01   5.53100013700000e+00   8.54000015300000e+01   1.60739994000000e+00   2.40000000000000e+01   6.66000000000000e+02   2.02000007600000e+01   3.29459991500000e+02   2.73799991600000e+01   8.50000000000000e+00
   3.29820007000000e-01   0.00000000000000e+00   2.18899993900000e+01   0.00000000000000e+00   6.24000013000000e-01   5.82200002700000e+00   9.54000015300000e+01   2.46989989300000e+00   4.00000000000000e+00   4.37000000000000e+02   2.12000007600000e+01   3.88690002400000e+02   1.50299997300000e+01   1.83999996200000e+01
   5.44520020000000e-01   0.00000000000000e+00   2.18899993900000e+01   0.00000000000000e+00   6.24000013000000e-01   6.15100002300000e+00   9.79000015300000e+01   1.66869998000000e+00   4.00000000000000e+00   4.37000000000000e+02   2.12000007600000e+01   3.96899993900000e+02   1.84599990800000e+01   1.77999992400000e+01
   4.29700020000000e-02   5.25000000000000e+01   5.32000017200000e+00   0.00000000000000e+00   4.05000001000000e-01   6.56500005700000e+00   2.28999996200000e+01   7.31720018400000e+00   6.00000000000000e+00   2.93000000000000e+02   1.66000003800000e+01   3.71720001200000e+02   9.51000022900000e+00   2.47999992400000e+01
